,Unnamed: 0,tweet_text,sentiment,emojis
213,10155,❤ Você consegue desvendar este enigma? Estou preso preciso de ajuda! ) EnigmBox 📲https//t.co/OtabRm5bTZ https//t.co/tnW1Sxgmvm,1,"['❤', '📲']"
214,10410,Uma boa memória? Construir durante um mês um caminho na Ria Formosa com o meu Avô... recorda a atriz Oceana Basílio. Impressão minha ou muitas vezes o melhor das férias de verão da infância... são os avós? ) ❤️🛴🍭 https//t.co/p8IU7D1qbj,1,"['❤', '🛴', '🍭']"
215,10444,eu quero tanto umas dessas camisas de campanha da ManuelaDavila  pra usar dia 7 de outubro ( 💗 são tão lindas e icônicas aaaaa https//t.co/6lyQJkPvGu,0,['💗']
216,10505,fbragoni marinacrachi Assim vcs destroem meus sonhos ( hahahaha bem q podiam acelerar né ano de eleição e tal 🤔,0,['🤔']
217,10510,HeinRonaldo GuilhermeBoulos Mas é isso que o mercado prega e as privatizações pregam 🤔 O mercado trabalha afim de seus próprios interesses. Menos estado e mais mercado = mais interesses do mercado e o povo que se foda ),1,['🤔']
218,10535,queriaestarla Hi! the unroll you asked for Thread by fabiomalini Vou iniciar uma nova thread. Basicamente o que eu fiz? Extrai as postagens dos candidatos a presidente. E os comentários […] ad https//t.co/lz9nmOXFg5 Enjoy ) 🤖,1,['🤖']
219,10562,ManuelaDavila O choro é livre 😬 Alias vc largou o discurso de empoderamento faz tempo né? Agora todo seu esforço é para o presidiário.... lamentável p,1,['😬']
220,10565,AndreCarlos501 phbem2018 jairbolsonaro 😱😵🤒😨😠😟 essas repórteres como todas as mulheres devem ser RESPEITADAS. Boa noite )))))))))) https//t.co/IPksHS1CuG,1,"['😱', '😵', '🤒', '😨', '😠', '😟']"
221,10584,Brasileiros um nojo em epoca de eleição! 🙄 mds direita e esquerda brigando! Sendo q o centro da coisa (na vida real) nn ta mudando nada estamos na estaca zero 👏👏👏👏👏 boa brasileiros! ),1,"['🙄', '👏', '👏', '👏', '👏', '👏']"
222,10628,MichelTemer Sabe oq podia ter evitado? A VSA. EXCELÊNCIA TIVESSE INVESTIDO NELE. Agora o choro é livre!! Um dia mt triste pra nossa república (. Sinta esse peso nas suas costas Senhor Presidente! ☹️☹️,0,"['☹', '☹']"
223,10652,o melhor. o mais competente. o mais honesto. se mais! ) cirogomes ❤️ SemLulaÉCiro HaddadPresidente Ciro12 https//t.co/HunTE18vnt,1,['❤']
224,10664,KeyllaLima2018 SoutoAcs jairbolsonaro Amém!!! ) ============================ 🔘 VISITE NOSSA LOJA REAÇA E NOS SIGA NAS REDES ... ↪ B17 SHOP https//t.co/dJKRLcqDss ... ↪ FACEBOOK https//t.co/FlmVZ6NgAi https//t.co/3JZ9b9E73V,1,"['🔘', '↪', '↪']"
225,10702,fanloverxtina Haha' obrigada ❤ vi um vídeo nas eleições passadas. Mas pra resumir é isso nem que você tenha que queimar seu voto no cabo daciolo é muito importante que ele seja computado. Dória foi eleito no 1 turno dessa forma. A verdade é que eles estão unidos nós não (,0,['❤']
226,10709,PRODUTOS BOLSONARO PRESIDENTE Até os cachorros querem BolsonaroPresidente ahahahaha&lt3 D OBS Esse produto só pode ser adquirido na nossa loja internacional. Acesse aqui ↪https//t.co/C6r91ZXRWi B17Shop Bolsonaro camisetabolsonaro B17ShopInternacional https//t.co/6UiJtJByua,1,['↪']
227,10764,MOLETOM BOLSONARO PRESIDENTE (Premium Hoodie) No style com Bolsonaro presidente! D &lt3 OBS Esse produto só pode ser adquirido na nossa loja internacional. Acesse aqui ↪https//t.co/hwNkAhIHyo B17Shop BolsonaroPresidente camisetabolsonaro bolsonaro BolsonaroPresidente https//t.co/k1E7MFPGK2,1,['↪']
228,10796,lylaloucaalter nemesisFlavio omarcosveras Que bom que leu ) Assim poderá seguir em paz com o candidato de sua escolha. 🙏🏻,1,"['🙏', '🏻']"
229,10825,brdezoito Detectados. ⚠️ Dinheiro dos fundos partidário e eleitoral enfim começam a movimentar a robozada do centrão. Os vícios de linguagem são muitos corrijam isso antes que percam o vale chuchu. ),1,['⚠']
230,10891,bispomaxibm jairbolsonaro Vai dar tudo certo Max. Se não eles não estariam com tanto medo!! ) Vamos pedir ajuda de Deus. Vamos juntos nessa luta! 🙂🇧🇷 Dia7FaremosHistória ....................... ↪ B17 SHOP NACIONAL - https//t.co/dJKRLcqDss ↪ B17 SHOP GRINGA - https//t.co/0yC2TAfYNi https//t.co/L9NMUOy5MU,1,"['🙂', '↪', '↪']"
231,10958,Pesquisa verdade sem tretinha ) Reaja de acordo com seu voto. ❤ - Ciro 😆 - Bolsonaro 👍 - Amoêdo 😡 - Alckmin 😮 - Haddad 😥 - Marina,1,"['❤', '😆', '👍', '😡', '😮', '😥']"
232,10975,Coleguinha de vix fanático em bolsonaro 😂 deu uma sumida (,0,['😂']
233,11019,[05/09/18 230701] vadia🤞🏻❤️ ( [05/09/18 230717] Raynara 💃🏻 Lucas [05/09/18 230726] vadia🤞🏻❤️ sai demonho [05/09/18 230736] Raynara 💃🏻 Pedro [05/09/18 231130] vadia🤞🏻❤️ da zoom anjo [05/09/18 231941] Raynara 💃🏻 ciro pega mania de todos mlks,0,"['🤞', '🏻', '❤', '💃', '🏻', '🤞', '🏻', '❤', '💃', '🏻', '🤞', '🏻', '❤', '💃', '🏻']"
234,11140,wonhoisababy omaydetou 17bIeck pelo amô de Deus eu nunca pedi nada que saudades de vocês ( coracoes lindos tudo junto seria eu o mais feliz do mundo?! 😭 quanto tempo vão ficar com milo? aff que saudades  venham fazer tour aqui 😭 ou todos em bsb!!! LULA LIVRE VOU LEVAR ELE,0,"['😭', '😭']"
235,11195,ManuelaDavila anaffonso13 BigaPereira2018 Pode colocar o nome do presidiário em folheto de propaganda ainda? 🤔 Chega dar vergonha que não tenham nenhum candidato no PT que possa tentar se eleger sem mencionar o Condenado em toda oportunidade que se tem... vergonha alheia grande! p,1,['🤔']
236,11251,Andreviniciouss Aí... ( Nunca vi nada que ele tenha falado do Ciro...eu vi do bozo... A Sense Márcia disse que no começo do ano os astros tavam bons pra ele em outubro... 😢,0,['😢']
237,11278,itmakesmewhoiam FAZER QUE NEM BBB E COMBINAR VOTO 👌 Eu quero votar no Ciro? Mais ou menos (obg katiabreu) mas a cada dia que passa eu vou me tornando mais e mais favorável a votar nele (,0,['👌']
238,11314,eu amei que o boulos tá tipo bolsonaro foi esfaqueado (( ✨ live sobre os projetos https//t.co/QFeRr9rJK0,0,['✨']
239,11317,thuilak O evento foi cancelado devido o atentado com Bolsonaro ( Mas eu conheci ele! 💖,0,['💖']
240,11318,esfaquearam o bolsonaro? Poxa que pena mudou minha vida ( 🙄,0,['🙄']
241,11335,bolsonaro levou uma facada ( stan list ✨,0,['✨']
242,11338,Lpkurt euclarice Eu poderia por algo ruim da Katia mas não adianta isso. Quem vota 13 vota 13 quem vota Ciro vota Ciro. Não adianta forçar que ninguem troca de lado. Vamos nos unir no 2° e ok. Não podemos é ficar nessa briga boba entre nós ) só alimenta a direita 😉,1,['😉']
243,11341,lula nossa o bostonaro foi esfaqueado lula (( lula stan list ✨✨,0,"['✨', '✨']"
244,11509,[6/9 1735] Ny todo mundo quer um brasil melhor para viver cada um com a sua opinião e seu candidato preferido (ou sem nenhuma opção que é o meu caso) então vamos deixar esse grupo só na goodvibes sem brigas por política ) 🤓🍕 Amém Ny,1,"['🤓', '🍕']"
245,11555,bolsonaro esfaqueado (( stan list 🍃,0,['🍃']
246,11556,A você feminista ridícula que acha que o Bolsonaro está de drama. Beleza leva uma facada e vê se você fica de boa depois ) VÁ TOMAR NO MEIO DO SEU CU SUA COMUNISTA ESCROTA! NãoSouDeFalarSobrePolítica MasTemCoisaQueÉNecessário FEMINAZES💤 SemMimimiFalou?,1,['💤']
247,11586,meu deus o bolsonaro foi esfaqueado (((( thread do porque voces deviam votar em mim ✨💕 https//t.co/LHWn8JRcO3,0,"['✨', '💕']"
248,11634,omg o bolsonaro levou uma facada ((( stan list ✨,0,['✨']
249,11706,btsmecomeu amiga eu tô chorando 😭 Como podem apoiar bolsonaro e serem homofóbicos ( (Assim uma parte apoia),0,['😭']
250,11720,lessa_gustavo PastorMalafaia Pode deixar q eu vou comer direitinho ) e sou BEM TOLERANTE pra aguentar vc me enchendo o saco. E cuidado homem que chama mulher de querida decepciona o Malafaia e o Bolsonaro. Vc vai se banido 😂😂😂😂😂,1,"['😂', '😂', '😂', '😂', '😂']"
251,11753,_AlexGavea_ jairbolsonaro Amanhã vai ter aqui no Rio um ato a favor do Bolsonaro. No posto 6 da praia de Copacabana. Uma pena que eu não poderei estar presente. ( Já que nosso Capitão não poderá fazer sua campanha nós iremos fazer por ele. ✊✊✊ ForçaBolsonaro 🇧🇷👉👉,0,"['✊', '✊', '✊', '👉', '👉']"
252,11758,o bolsonaro foi esfaqueado ( ( stan list ✨,0,['✨']
253,11759,meu deus o bolsonaro foi esfaqueado ((( stan list ✨,0,['✨']
254,11768,Tá sabendo que o Bolsonaro foi esfaqueado ? Sério ? Sim cara que absurdo. Eu estou revoltada kkkkkkkkkkkkkkk bem feito pra ele e foi assim o diálogo com uma pessoa que eu super considero. decepcionada é pouco 😢 cadê o amor gente ? (,0,['😢']
255,11816,Bolsonaro revela canção de ninar que cantava para seu filhos Boi boi boi boi da cara preta Se mexer com o meu filho leva tiro de escopeta[...] ) 🎶,1,['🎶']
256,11817,rodriigguinho Fernandalves40 davimarques336 Mracustodio jairbolsonaro Já quero ver a sua cara quando tenham a pior crise da sua história 🤣🤣🤣🤣🤣 Pena que isso não irá acontecer / Pq o povo sabe bem que a esquerda sempre está para eles então o Bolsonaro jamais chegará ao poder D O povo não esquece só os que têm amnésia seletiva como vcs,1,"['🤣', '🤣', '🤣', '🤣', '🤣']"
257,11904,eu fico triste de ver geral combinando de votar no Ciro não por ele mas pela vice que ele escolheu ( óbvio que é melhor que o bonoro mas Haddad e Manu é ❤️,0,['❤']
258,11911,adissao7 Grande Adição! Tirando esses doentes que estão defendendo e comemorando a facada no Bolsonaro tudo certo por aqui! ) E por aí? Só oprimindo o ianzitow? 🤣🤣🤣,1,"['🤣', '🤣', '🤣']"
259,11912,AraciPatriota Ajuda meu canal se puder viu ) Bolsonaro ainda luta entre a Vida e a Morte já está melhor mas ainda pede por orações e a Mídia agora tira o C da seringa e pede sangue frio😡 Jagunço vai abrir a boca. https//t.co/Q2d2L14YLR,1,['😡']
260,12012,foram duas semanas louquissimas adorei tudo mas batalhar cansa! apresentação de dança folclórica eleições de grêmio desfile os seminários e provas e muito mais e tudo feito MUITO bem só sucesso ) 💕,1,['💕']
261,12086,maynaracsouza Você encontra o material na sede mais próxima do PCdoB ) Obrigada pelo apoio 😘 equipe,1,['😘']
262,12107,tiagofilipe_pt Valida no site do e-fatura ) e sim tenta deduzir tudo mas já ficas a saber que vai doer 😂,1,['😂']
263,12113,Esse não é Bolsominion galera ) 👍🏼,1,"['👍', '🏼']"
264,12132,Será que esses vídeos do Michel Fora Temer não foram solicitados pelo Jarbas Vasconcelos como pedido de desculpas pelos elogios de Temer à Paulo Câmara? ) ❤️❤️ Toda a turma do Temer ❤️❤️ https//t.co/FE2pv1J5A2,1,"['❤', '❤', '❤', '❤']"
265,12139,A Mochila Dragão da Affenzahn vai animar os dias de escolinha p 🐲 COnheça todos os animais na bybebé ➡️ https//t.co/IHYrG6Lrvi https//t.co/S8ElL0CYN0,1,"['🐲', '➡']"
266,12169,Esse site serve pra apoiar luto nacional pelo Museu Nacional. A meta é até 20.000 votos pra que isso aconteça. Nesse dia a entrada de todos os museus do país terá entrada gratuita ). Basta fazer um login pra apoiar essa causa ❤️https//t.co/KnePNaeIHi ecidadania,1,['❤']
267,12191,Bi🌈Esquerdista🇧🇷Evangelica😇Feminista🙆14anos P Homofobica &lt3 Independente🙋 e Bolsonaro2k18,1,"['🌈', '😇', '🙆', '🙋']"
268,12211,EduRa_Shit Sim ( Gosto muito da proposta de governo dele até chegar nesse ponto 🙁 Tem que é substituir o agronegócio no Brasil e não apoiar mais ainda 🙃,0,"['🙁', '🙃']"
269,12241,A dublagem de Bungou Stay Dogs tomou a liberdade de incluir alguns memes e eu tô amando. 😂 😂 😂 Por favor parabenize o diretor e o elenco de dublagem Crunchyroll_PT. ),1,"['😂', '😂', '😂']"
270,12250,Qual sua idade ? — Bi🌈Esquerdista🇧🇷Evangelica😇Feminista🙆14anos P Homofobica &lt3 Independente🙋 e Bolsonaro2k18 https//t.co/MDx5DHqUrk,1,"['🌈', '😇', '🙆', '🙋']"
271,12251,derrotadass PSL_Nacional jairbolsonaro opá agora vamos entrar nas teorias da conspiração. A terra não pode ser plana senão não teria tanta gente tonta por aqui se é que vc me entende. 😎 O restante não vou te responder pq as informações estão acima do seu nivel de entendimento Não que eu esteja te subestimando D,1,['😎']
272,12273,Rullian_hiath SIM CARA não só o governo mas a população em geral. O sistema de ensino contribui pra isso tb e a dificuldade de acesso a educação😔acho q vivemos nessa cultura de desvalorização a política tem sido so reflexo da nossa sociedade infelizmente (((,0,['😔']
273,12340,LealKalyl allanncallado Ele seria MAIS hipócrita vc quer dizer né bebê lindo?! Pq a campanha que ele fez foi algo que não condiz mt com as atitudes atuais dele como vereador ) Hahahahaha E sobre ser PT ou não.. minha vereadora é coligada ao partido e mesmo assim eu me decepcionei 🤷🏻‍♀️,1,"['🤷', '🏻', '♀']"
274,12470,Existem destinos que visitamos uma duas três vezes e nunca cansam! Londres é um deles ) ➡️ https//t.co/u1NUDPZ8jc https//t.co/QX9XLpbmke,1,['➡']
275,12471,pact_pt Bom dia Afonso -)🐓 https//t.co/cV5lryP6vs,1,['🐓']
276,12476,IgorRdC Nossa é muito triste ver as pessoas tendo que desistir dos sonhos por falta de incentivo do governo. Pra mim que sou “leiga já foi de cortar o coração imagino pra quem sonhava em trabalhar ou trabalhava ( E aquela construção.. história viva que perdemos desacreditada. 😔,0,['😔']
277,12518,Posso ser sua puta. ♥ Mas não tô em PT então vale de qualquer forma e o intuito não tava em te chamar de fato de rapariga mas tu perder tempo explicando o que significa no seu país. ( Aliás vi que calou sobre sua hipocrisia anterior. É como diz quem cala consente né. https//t.co/PSd6xYWQWW,0,['♥']
278,12530,Conheça melhor o Município de Lagoa com a Benerent Rent a Car ) ⤵️⤵️⤵️ https//t.co/cOx8Veqsik https//t.co/xVMJW94xS2,1,"['⤵', '⤵', '⤵']"
279,12574,SoDe_Zueira 😟😭🤧 e o povo nem ai.... não vejo ninguém preocupado com a politica.... não sei qual é a solução (,0,"['😟', '😭', '🤧']"
280,12594,pact_pt Bom dia Afonso -) Aproveita!!🌞🌞,1,"['🌞', '🌞']"
281,12711,Flango_chan jonsnobb texo (tá precisando mesmo de aulas de português ein) - escola pública sim ) lula que fez - defina vagabunda - esquerdista sim 👍🏽,1,"['👍', '🏽']"
282,12750,trivialovse a vice é uma porcaria estraga tudo ( mas acho que o haddaddy não tem babies o suficiente pra votar nele e vencer o bolsobroxa então só nos resta o ciro 😩,0,['😩']
283,12759,Oque é essa facada no Bolsonaro  perto do q vc faz no meu coração ( 😭,0,['😭']
284,12797,pessoinhas que não entendem naaada de política e que estão com dúvida/não sabe em quem votar assistam suuuuper esse vídeo da ElloraHaonne! vai ajudar super! ) ✨✨✨✨✨ https//t.co/FVf9e2bm5d,1,"['✨', '✨', '✨', '✨', '✨']"
285,12877,ureallygotmenow Eu discordo. Lula é igualzinho Renan e Eunício. Alias tão juntos aí de novo. Sabem quando a barca está furada e não embarcam. Vc tá vendo hoje Lula falando de Dilma?🙂 Porém é como eu disse interpretações tem várias vamos acompanhar. ),1,['🙂']
286,12883,Urgente noticia de ultima hora... 😱 Marina Silva também sofre atentado. Acabam de jogar nela um estojo de maquiagem Jequiti. Ela passa bem mas continua feia 👹 pra caramba... só pra descontrair boa noite ),1,"['😱', '👹']"
287,13092,GiMG__ Até o filho do Temer é fã do jairbolsonaro ahahahahahaha &lt3 ) Vamos juntos nessa luta! 🇧🇷 ....................... ↪ B17 SHOP NACIONAL - https//t.co/dJKRLcqDss ↪ B17 SHOP GRINGA - https//t.co/0yC2TAfYNi ....................... ↪ FACEBOOK https//t.co/lg3UtNYcwE https//t.co/zjMiKklw40,1,"['↪', '↪', '↪']"
288,13132,Queria estar no jantar do meu Chinezinho ( chines_pt 💛,0,['💛']
289,13287,EFeriadoEEu não viajei (  Então se prepare para o próximo! 55 Dicas de Viagem Geniais para Quem Está Quebrado $$ 👉 https//t.co/mzNgjDi3n1 https//t.co/FDfDNR7IIg,0,['👉']
290,13346,MNVulpin não só da política né ( geral tá podre por dentro 😢,0,['😢']
291,13370,MinhaMaeJoga ❤❤❤ aah espero q vc vá!! Tô muito contente por ter te conhecido tbm!! E estou agorinha vendo vc é o Panda analisando o MAMA 2017 pt.2 kkkkkkkk Comendo esfiha pq n pode faltar guloseimas ),1,"['❤', '❤', '❤']"
292,13420,Reconstrução do pastel de nata Para este prato escolhi a Coral Tónica uma Stout feita na Madeira À Nossa! 🍻 Chef Rui Paula! ) https//t.co/5VWuUBLReI,1,['🍻']
293,13449,eufeguedes Eu vou vota no Bolsonaro e adoro os Coreanos 👌 Eu odeio essas pessoas que fica generalizando tudo (,0,['👌']
294,13465,sujeitotrevoso nem me fala de nietzsche essas horas eu vou chorar ( aliás dependo tanto dos outros que prefiro acreditar na visão de felicidade de aristóteles (felicidade não é uma coisa privada) por mais que dele seja uma visão mais política né mas enfim tô triste não sei o que pensar 😭,0,['😭']
295,13495,cirogomes Já vou logo avisando *CIRO* é mais *PREPARADO* Dim Dim Dim *CIRO PRESIDENTE SIM!* Brancos e nulos brancos e nulos *VOTE NO CIRO!* 🎶 Ciro12 CiroPresidente12 hehehe!  Divulguem e compartilhem até alcances celestiais ) https//t.co/AP8hlxpYFl,1,['🎶']
296,13503,Ciro2018 Já vou logo avisando *CIRO* é mais *PREPARADO* Dim Dim Dim *CIRO PRESIDENTE SIM!* Brancos e nulos brancos e nulos *VOTE NO CIRO!* 🎶 Ciro12 CiroPresidente12 hehehe!  Divulguem e compartilhem até alcances celestiais ) https//t.co/RDCUdY6551,1,['🎶']
297,13532,E assim terminamos mais uma semana. com mais um imóvel RESERVADO com contrato de promessa compra e venda assinado EM 5 DIAS 🏆 🤝 Obrigado a todos os intervenientes neste processo. Aos futuros proprietários as maiores felicidades ) |https//t.co/FaTtRO8lus| venderimovel https//t.co/5U0Epi3uz0,1,"['🏆', '🤝']"
298,13656,maria_fro Aff o pessoal tá insistindo nisso ainda ( infelizmente o stf não tá nem ai e vamos acabar perdendo os votos para o Ciro . 😒,0,['😒']
299,13711,fabi_schimittz Hehehe 😆 é igual eu falei ontem na aula tem muitos candidatos e nenhum presta. (,0,['😆']
300,13799,VladimirAras Hallo the unroll you asked for Thread by VladimirAras Hipótese de crime de competência federal conforme o inciso IV do artigo 109 da Constituição. Candidatos a presidente sã […] https//t.co/Jkp0NBLzzw Enjoy ) 🤖,1,['🤖']
301,13818,sramichelle Gabriel04640224 viviamsp moneytalksBR123 MichelTemer geraldoalckmin Não ( indico meu companheiro de lutas davidmirandario! Mas você pode ajudar nossa campanha se engajando nas redes ou fazendo uma doação em https//t.co/SUPkKCHfvS ☀️,0,['☀']
302,13842,JJV_VICTOR Lembrando da recente posição dele sobre o museu nacional. Além do pegou 🔥 fazer oq?!? ele sequer entende q era um museu de história natural onde se produzia mta ciência. Falou em lei Rouanet e outras baboseiras. Poucos candidatos conseguem ser piores q ele nesse quesito (,0,['🔥']
303,13862,brendabtho Planalto n ta facilitando né mosquei e não consegui carona sobraram só os semi leito resolvi economizar também ( To fazendo mestrado em robótica na parte de mapeamento tentei fazer um método de mapeamento novo mas descobri que não funciona tão bem quanto os tradicionais 👍,0,['👍']
304,13869,paulazanelli jairbolsonaro Mais do que nunca estamos juntos ) 💪👍🗳17 🇧🇷👍💪,1,"['💪', '👍', '🗳', '👍', '💪']"
305,13878,MarinaSilva MarinaSilva vc vai mesmo descriminalizar a maconha ? e o aborto ? a senhora é a única candidata q pensa nessas duas questões  quero saber se é pra valer mesmo senão não tenho como votar na senhora -) ♥,1,['♥']
306,13914,msklnnd mas deixa pra espancar depois que ele perder a eleição ) pena q agora a chance de ganhar tá arghhhhh 😖😖😖,1,"['😖', '😖', '😖']"
307,13945,spartakusvlog MarinaSilva única opção -) ❤️❤️❤️,1,"['❤', '❤', '❤']"
308,13972,CancerJack 😂😂😂😂 ta convidando pra comer pimenta. Aliás demoraram de fazer com todos os candidatos. ),1,"['😂', '😂', '😂', '😂']"
309,14037,cirogomes prazertom Se não fosse sua vice... ( ♥️,0,['♥']
310,14107,johnkjjs Deve ser triste isso 😭nao pode declarar o seu candidato abertamente ( NOVO30merepresenta,0,['😭']
311,14122,cirogomes E plano de carreira pros docentes??? Pode ser?? Confio em ti. Pq ser professor em SP ta meio trash (✍️✍️✍️🤞🤞🤞,0,"['✍', '✍', '✍', '🤞', '🤞', '🤞']"
312,14151,DamadeferroBra joicehasselmann jairbolsonaro majorolimpio JanainaDoBrasil 👌🏻 Estou fechado com eles tbm -),1,"['👌', '🏻']"
313,14174,PRabello alvarodias_ ✅ deu porrada em professor (,0,['✅']
314,14196,Carai Mc Catra morreu de vdd tava relutando e achando que era fake news. ( O Brasil esta se sentindo órfão nesse momento ◼️,0,['◼']
315,14240,Eu queria te falar uma coisa........ Bolsonaro2018 🌷 — ah serio? ( apoio não https//t.co/jpKrp2up63,0,['🌷']
316,14247,fabifbbr UNBORNness jairbolsonaro Lindo de ver ! Pedimos paz a otima recuperaçao pra ele 🙏 cansei de ver o odio ( Por isso eu vou de novo30 sou de paz e luto pela paz ✋🤚,0,"['🙏', '✋', '🤚']"
317,14270,nadia1monteiro jairbolsonaro A minha pessoa não está aí. ( Quando der me coloque por favor?! 😉😚,0,"['😉', '😚']"
318,14291,rodriigguinho Fernandalves40 davimarques336 Mracustodio jairbolsonaro Tá como já é hora de você me bloquear... Cê tem cara de viado vei🤣🤣 Cuidado o Bolsonaro de leva preso por gostar de homem viu daí não me digas que não te avisaram então tchauzin e que o povo decida se o Brasil se fode (bolsobosta) ou fica na mesma e até melhora (outros) D,1,"['🤣', '🤣']"
319,14331,Boscardin rosangela_bolze 1 👍 queremos paz se apenas candidato leva facada ( imagina se eleito ? Vai ter um Kennedy 2 no brasil,0,['👍']
320,14335,anthoniostark Exatamente isso o que me preocupa no segundo turno (( queria muito votar no haddad mas não acho que ele vença o bozominion 😢,0,['😢']
321,14388,Nordeste seu Lindo ) HaddadPresidente Manuela 🙌🏼 LulaLivre Onu 13 https//t.co/SrBNAEG6CN,1,"['🙌', '🏼']"
322,14458,caiocgo Demorou demaaaaais pra sair essa candidatura deos. Haddad era o mior que tava tendo desde o início. Eu não entendi o PT nessa insistência sério ( perdeu tempo de campanha perdeu confiança de quem já era o voto certo. O que será da gente agora? 😭,0,['😭']
323,14462,delasoul_84 Hi! please find the unroll here Thread by luciocaramori Quando a gente achou que Bolsonaro era o pior que podia acontecer com esse país a facada que ele recebeu deu asas para […] https//t.co/IEhmRbOffA Enjoy ) 🤖,1,['🤖']
324,14469,ADEUS CIRO GOMES ... P 👋 Deixe sua risada! 😂🤣😂EstouComBolsonaro17 https//t.co/D2CGEpPTOL,1,"['👋', '😂', '🤣', '😂']"
325,14473,stephannGameDev Hallo you can read it here Thread by cmilatype 65 motivos pra votar no icone Ciro Gomes a thread 01. já foi prefeito mais bem avaliado do Brasil. 02. já foi governad […] ciro12 https//t.co/SZx86xFgqq Enjoy ) 🤖,1,['🤖']
326,14540,EvelynkMendes fernandotraders MarceloTas Só acho que condenar bolsonaro por idolatrar ustra deveria ter o mesmo peso para condenar os fãs de torturadores assassinos da esquerda. E em quais situacoes tudo aconteceu claro ) mas segue o baile ✌🏽,1,"['✌', '🏽']"
327,14805,aaaaa sim (( eu to muito triste com isso por que o ciro parece ser tudo oque o brasil precisa agora mas desgraça da vice dele fode tudo que ódio alguém mata essa fudida grrrr 😡 https//t.co/TIug8LNW1v,0,['😡']
328,14968,jessmileski É vou votar no Bolsonaro mas acho legal vc expor sua opinião tipo n precisa xingal e tals (n q eu n o faça de vez em quando) mas é bom ver q ainda a algum tipo de discussão no twitter  ) 💛,1,['💛']
329,15010,ewertonfgl Um lindo ❤️ mas acredito que a insistência na candidatura de Lula prejudicou a campanha dele. O cara é um excelente nome mas a maioria só associa a Lula (,0,['❤']
330,15275,Milena_BB_ ( talvez seja a nova política do tt 😩,0,['😩']
331,15310,😍😍 Queres ver ainda mais novidades? 😍😍 Então partilha estas fotos com as tuas amigas D Se houver muitas partilhas publicamos mais Fotos 😘😘 https//t.co/ib0iyRmD6J,1,"['😍', '😍', '😍', '😍', '😘', '😘']"
332,15344,E assim estamos a terminar mais uma semana 🏆 com mais uma moradia reserva com contrato de promessa compra e venda assinado 💪🤝 Obrigada aos intervenientes no processo ) Também quer vender o seu imóvel? Fale já connosco em ➡️https//t.co/9gFOAhLcmm moradia reservada https//t.co/AydkVcUim3,1,"['🏆', '💪', '🤝', '➡']"
333,15354,🔴 ONLINE 🔴 - https//t.co/DlZOkSroVA 🎮 JOGO 🎮 - Rainbow Six Siege 🏃 GOAL/RUMO 300 FOLLOWERS 🎢 ANDA DIVERTIR-TE 🆓 Follow 💵 Subscrição/Donativo O Recheio do Bizk8 P (PT/EN/BR) https//t.co/tJOxNWHjZo,1,"['🔴', '🔴', '🎮', '🎮', '🏃', '🎢', '🆓', '💵']"
334,15360,😍😍 Nova Coleção Ginova 😍😍 Comenta avisa as tuas amigas D consulta em https//t.co/qsjZApcpAP,1,"['😍', '😍', '😍', '😍']"
335,15368,🔥[PT/BR/FR]🔥sexta e ultimo dia de ferias (🔥 https//t.co/nHc3OCQMq9,0,"['🔥', '🔥', '🔥']"
336,15529,sofasolivas Bmoreira24 Awww e eu TMB te adoro apesar da tua playlist de eleição ser uma merda ) 💕,1,['💕']
337,15551,MariadeMeloSan1 jose_simao Tirem o seu ódio do caminho eu quero passar e ser feliz EuSouLula Haddad13 ) 😍🥰😘😘😘😘,1,"['😍', '🥰', '😘', '😘', '😘', '😘']"
338,15633,_alanalsm ❤️❤️❤️❤️ acho que só vou agora nas eleições/festejos ((,0,"['❤', '❤', '❤', '❤']"
339,15663,Bom dia!! Corre tá bonito e animado. Cada dia uma nova história. Confira aí como foi nossa semana )! É PSOL É 50.100 É 💯% Quebrada https//t.co/QTwIIc00CJ,1,['💯']
340,15753,Bom Dia! ) Apesar do calor quem é que já pensa nas tendências da nova estação?!!!!!!!!!!! 🤔 https//t.co/5blWcobzOf https//t.co/5blWcobzOf,1,['🤔']
341,15786,ele é claramente o candidado mais bem preparado pra governar o brasil e os planos de governo dele sao nota 10 arrisco dizer que o unico defeito dele foi a escolha da vice ( mas mesmo assim vou insistir meu voto e espero que ele ganhe 💕💕,0,"['💕', '💕']"
342,15811,muffinscatlady Mas o 2 também é amarelo para mim p opa a sério só tu para às 2 da manhã estarmos a falar de cores 😂😂😂,1,"['😂', '😂', '😂']"
343,15819,AVISOS PT 2 • *por favor* não comentar só citar (. • horários desorganizados mesmo ninguém tem paciência pra isso convenhamos. • dedicada à yxoungjae com todo o carinho do mundo 💌 • atualizações aleatórias.,0,['💌']
344,15822,Army_pt_bts Na minha TL é tanta discussão acerca de ship e tal e tipo é na boa porque eu sou uma das pessoas que shippa sope muito! 💕 Mas tipo... chega a um ponto que as pessoas exageram... (,0,['💕']
345,15924,Ouvi o Treta Talks 66 do ivoneuman e acabo de perceber que no meu agregador tem mais podcasts do que é possível escutar. Ele e o guilhermeafonso indicaram uns 30 podcasts e eu já assino todos! 😲 Só faltou indicar o podcastmid e a cobertura das Eleições lá tb! ),1,['😲']
